transcribe.onset,transcribe.offset,transcribe.source,transcribe.content,Noun (1/0),Noun label 1,Noun label 2 ,Noun label 3,Noun label 4,Noun label 5,Pronoun (1/0),Pronoun label 1,Pronoun label 2,Pronoun label 3,Pronoun label 4,Pronoun label 5,Pronoun label 6,Pronoun label 7
3376906,00:56:16.906,m,all right,0,,,,,,0,,,,,,,
3383869,00:56:23.869,m,okay,0,,,,,,0,,,,,,,
3384307,00:56:24.307,m,we will wash it first,0,,,,,,2,we,it,,,,,
3384864,00:56:24.864,m,I am just getting this stuff out,1,stuff,,,,,2,i,this,,,,,
3387661,00:56:27.661,m,momma will clean it,1,momma,,,,,1,it,,,,,,
3390269,00:56:30.269,m,this is gonna be a big bandaid on your little finger,2,bandaid,finger,,,,2,this,your,,,,,
3392325,00:56:32.325,m,I'm afraid,0,,,,,,1,i,,,,,,
3397721,00:56:37.721,m,okay,0,,,,,,0,,,,,,,
3400452,00:56:40.452,m,momma will clean it,1,momma,,,,,1,it,,,,,,
3400946,00:56:40.946,m,come on,0,,,,,,0,,,,,,,
3402897,00:56:42.897,m,here,0,,,,,,0,,,,,,,
3405655,00:56:45.655,m,oh you wanna clean it here first?,0,,,,,,2,you,it,,,,,
3411628,00:56:51.628,m,xxx,0,,,,,,0,,,,,,,
3412192,00:56:52.192,m,I dont have anything to clean it,0,,,,,,2,i,it,,,,,
3413028,00:56:53.28,m,xxx,0,,,,,,0,,,,,,,
3414766,00:56:54.766,m,oh you wanna use a wipe?,1,wipe,,,,,1,you,,,,,,
3417638,00:56:57.638,m,okay,0,,,,,,0,,,,,,,
3418169,00:56:58.169,m,we can clean it,0,,,,,,2,we,it,,,,,
3421485,00:57:01.485,m,and a bandaid?,1,bandaid,,,,,0,,,,,,,
3424959,00:57:04.959,m,okay,0,,,,,,0,,,,,,,
3427034,00:57:07.34,m,this?,0,,,,,,1,this,,,,,,
3427564,00:57:07.564,m,this is a medicine,1,medicine,,,,,1,this,,,,,,
3429930,00:57:09.930,m,but maybe we should not put it on your finger,1,finger,,,,,3,we,it,your,,,,
3431851,00:57:11.851,m,because then you are gonna lick it,0,,,,,,2,you,it,,,,,
3432813,00:57:12.813,m,I am afraid,0,,,,,,1,i,,,,,,
3435978,00:57:15.978,m,here,0,,,,,,0,,,,,,,
3442792,00:57:22.792,m,is this a paper cut?,1,papercut,,,,,1,this,,,,,,
3446881,00:57:26.881,m,that is a bandaid,1,bandaid,,,,,1,that,,,,,,
3452431,00:57:32.431,m,that's the bandaid in there,1,bandaid,,,,,1,that,,,,,,
3456397,00:57:36.397,m,okay,0,,,,,,0,,,,,,,
3457081,00:57:37.81,m,you want me to put more cream on it?,1,cream,,,,,2,you,it,,,,,
3459567,00:57:39.567,m,no,0,,,,,,0,,,,,,,
3460185,00:57:40.185,m,just the bandaid?,1,bandaid,,,,,0,,,,,,,
3461549,00:57:41.549,m,okay,0,,,,,,0,,,,,,,
3466976,00:57:46.976,m,this is the bandaid,1,bandaid,,,,,1,this,,,,,,
3470849,00:57:50.849,m,I have high hopes that this bandaid is gonna stay on you,2,hopes,bandaid,,,,3,i,this,you,,,,
3475005,00:57:55.5,m,it's big,0,,,,,,1,it,,,,,,
3478300,00:57:58.300,m,yeah is big,0,,,,,,0,,,,,,,
3482453,00:58:02.453,m,yeah,0,,,,,,0,,,,,,,
3488280,00:58:08.280,m,mmhm,0,,,,,,0,,,,,,,
3494088,00:58:14.88,m,that's for your finger,1,finger,,,,,2,that,your,,,,,
3494771,00:58:14.771,m,is that better?,0,,,,,,1,that,,,,,,
3502271,00:58:22.271,m,I see,0,,,,,,1,i,,,,,,
3504968,00:58:24.968,m,you wanna go back and read the book?,1,book,,,,,1,you,,,,,,
3506643,00:58:26.643,m,okay,0,,,,,,0,,,,,,,
3507667,00:58:27.667,m,lets go back and try again,0,,,,,,0,,,,,,,
3512676,00:58:32.676,m,go down,0,,,,,,0,,,,,,,
3513152,00:58:33.152,m,okay,0,,,,,,0,,,,,,,
3514108,00:58:34.108,m,go down,0,,,,,,0,,,,,,,
3522326,00:58:42.326,m,that's a bandaid,1,bandaid,,,,,1,that,,,,,,
3525148,00:58:45.148,m,for Emilia,1,emilia,,,,,0,,,,,,,
3528652,00:58:48.652,m,hmm,0,,,,,,0,,,,,,,
3530198,00:58:50.198,m,momma is tired honey,2,momma,honey,,,,0,,,,,,,
3530691,00:58:50.691,m,because you woke up at six fifteen,0,,,,,,1,you,,,,,,
3535213,00:58:55.213,m,you woke up so early this morning,1,morning,,,,,2,you,this,,,,,
3540824,00:59:00.824,m,okay,0,,,,,,0,,,,,,,
3611156,01:00:11.156,m,put what on the finger?,1,finger,,,,,0,,,,,,,
3614931,01:00:14.931,m,put what?,0,,,,,,0,,,,,,,
3618278,01:00:18.278,m,yeah,0,,,,,,0,,,,,,,
3618742,01:00:18.742,m,momma put a bandaid on your finger,3,momma,bandaid,finger,,,1,your,,,,,,
3621810,01:00:21.810,m,because it hurts,0,,,,,,1,it,,,,,,
3709434,01:01:49.434,m,I'm trying to close the bandaid,1,bandaid,,,,,1,i,,,,,,
3714887,01:01:54.887,m,yeah,0,,,,,,0,,,,,,,
3715505,01:01:55.505,m,I'm trying to close it,0,,,,,,2,i,it,,,,,
3716743,01:01:56.743,m,so it stays on your finger,1,finger,,,,,2,it,your,,,,,
3720591,01:02:00.591,m,okay,0,,,,,,0,,,,,,,
3903081,01:05:03.81,m,Stella wants to play?,1,stella,,,,,0,,,,,,,
3905317,01:05:05.317,m,paint?,1,paint,,,,,0,,,,,,,
3906584,01:05:06.584,m,oh,0,,,,,,0,,,,,,,
3907673,01:05:07.673,m,we are not gonna paint right now honey,1,honey,,,,,1,we,,,,,,
3909873,01:05:09.873,m,maybe Donna will paint with you later,1,donna,,,,,1,you,,,,,,
3915109,01:05:15.109,m,here,0,,,,,,0,,,,,,,
3917620,01:05:17.620,m,do you want to read a different,0,,,,,,1,you,,,,,,
3918958,01:05:18.958,m,let's read a book,1,book,,,,,0,,,,,,,
3920007,01:05:20.7,m,let's read,0,,,,,,0,,,,,,,
3921003,01:05:21.3,m,you wanna read,0,,,,,,1,,,,,,,
3922272,01:05:22.272,m,Merry Christmas Strega Nona?,1,book1,,,,,0,,,,,,,
3924294,01:05:24.294,m,or Bubble Trouble?,1,book2,,,,,0,,,,,,,
3925693,01:05:25.693,m,Bubble Trouble,1,book2,,,,,0,,,,,,,
3928294,01:05:28.294,m,okay,0,,,,,,0,,,,,,,
4139409,01:08:59.409,m,what's the matter?,1,matter,,,,,0,,,,,,,
4141642,01:09:01.642,m,the pants,1,pants,,,,,0,,,,,,,
4142753,01:09:02.753,m,is there a tag in there?,1,tag,,,,,0,,,,,,,
4144613,01:09:04.613,m,okay,0,,,,,,0,,,,,,,
4145517,01:09:05.517,m,you want momma to cut off the tag?,2,momma,tag,,,,1,you,,,,,,
4147776,01:09:07.776,m,should we finish the book or cut off the tag?,2,book,tag,,,,1,we,,,,,,
4151840,01:09:11.840,m,cut off the tag,1,tag,,,,,0,,,,,,,
4153512,01:09:13.512,m,honey you really have tag sensitive,2,honey,tag,,,,1,you,,,,,,
4159492,01:09:19.492,m,okay,0,,,,,,0,,,,,,,
4163081,01:09:23.81,m,momma has the get the scissors,2,momma,scissors,,,,0,,,,,,,
4167953,01:09:27.953,m,I know you have a bandaid,1,bandaid,,,,,1,i,you,,,,,
4170955,01:09:30.955,m,it hurts,0,,,,,,1,it,,,,,,
4171606,01:09:31.606,m,does it still hurts?,0,,,,,,1,it,,,,,,
4174024,01:09:34.24,m,good,0,,,,,,0,,,,,,,
4187172,01:09:47.172,m,okay,0,,,,,,0,,,,,,,
4187636,01:09:47.636,m,here,0,,,,,,0,,,,,,,
4189807,01:09:49.807,m,I see the pumpkin,1,pumpkin,,,,,1,i,,,,,,
4194045,01:09:54.45,m,you xxx on the pumpkin?,1,pumpkin,,,,,1,you,,,,,,
4196371,01:09:56.371,m,oh I see where it is,0,,,,,,2,i,it,,,,,
4199504,01:09:59.504,m,you see it?,0,,,,,,2,you,it,,,,,
4201396,01:10:01.396,m,momma does sees this offensive tag here,2,momma,tag,,,,0,,,,,,,
4204156,01:10:04.156,m,this one,1,one,,,,,1,this,,,,,,
4206263,01:10:06.263,m,it's a big tag,1,tag,,,,,1,it,,,,,,
4207999,01:10:07.999,m,should we cut it out?,0,,,,,,2,we,it,,,,,
4210108,01:10:10.108,m,okay,0,,,,,,0,,,,,,,
4210665,01:10:10.665,m,don't move,0,,,,,,0,,,,,,,
4214786,01:10:14.786,m,xxx,0,,,,,,0,,,,,,,
4216153,01:10:16.153,m,how about you sit?,0,,,,,,1,you,,,,,,
4218633,01:10:18.633,m,you sit down,0,,,,,,1,you,,,,,,
4220398,01:10:20.398,m,okay,0,,,,,,0,,,,,,,
4225295,01:10:25.295,m,you have to be very careful with scissors honey,2,scissors,honey,,,,1,you,,,,,,
4231770,01:10:31.770,m,those are bells,1,bells,,,,,1,those,,,,,,
4236295,01:10:36.295,m,bells goes,1,bells,,,,,0,,,,,,,
4236946,01:10:36.946,m,[sound effect],0,,,,,,0,,,,,,,
4248380,01:10:48.380,m,momma cut the tag but wanna make sure to do it close enough,2,momma,tag,,,,1,it,,,,,,
4251695,01:10:51.695,m,if not you are gonna ask me to do it again,0,,,,,,3,you,me,it,,,,
4259133,01:10:59.133,m,okay,0,,,,,,0,,,,,,,
4260711,01:11:00.711,m,you wanna throw it in the garbage?,1,garbage,,,,,2,you,it,,,,,
4263811,01:11:03.811,m,you throw the tag in the garbage,2,tag,garbage,,,,1,you,,,,,,
4267684,01:11:07.684,m,mmhm,0,,,,,,0,,,,,,,
4269744,01:11:09.744,m,oh you know you have a xxx,0,,,,,,2,you,you,,,,,
4270770,01:11:10.770,m,I forgot you have a headband with this,1,headband,,,,,3,i,you,this,,,,
4272628,01:11:12.628,m,you wanna wear a bow with this?,1,bow,,,,,2,you,this,,,,,
4274770,01:11:14.770,m,okay,0,,,,,,0,,,,,,,
4277394,01:11:17.394,m,okay,0,,,,,,0,,,,,,,
4280584,01:11:20.584,m,you are gonna throw it out in the garbage can,1,garbagecan,,,,,2,you,it,,,,,
4282506,01:11:22.506,m,oh,0,,,,,,0,,,,,,,
4285357,01:11:25.357,m,okay,0,,,,,,0,,,,,,,
4286100,01:11:26.100,m,you throw it out in the garbage can,1,garbagecan,,,,,2,you,it,,,,,
4290907,01:11:30.907,m,in the where?,0,,,,,,0,,,,,,,
4293201,01:11:33.201,m,you throw it in the garbage can over there,1,garbagecan,,,,,2,you,it,,,,,
4298501,01:11:38.501,m,which,0,,,,,,0,,,,,,,
4299538,01:11:39.538,m,no,0,,,,,,0,,,,,,,
4299538,01:11:39.538,m,this one,1,one,,,,,1,this,,,,,,
4300381,01:11:40.381,m,throw it out in that one,1,one,,,,,2,it,that,,,,,
4303299,01:11:43.299,m,no,0,,,,,,0,,,,,,,
4305374,01:11:45.374,m,maybe we should throw this out too,0,,,,,,2,we,this,,,,,
4309312,01:11:49.312,m,oh,0,,,,,,0,,,,,,,
4313429,01:11:53.429,m,xxx,0,,,,,,0,,,,,,,
4315723,01:11:55.723,m,this is your daddy's stuff we'll leave it,2,stuff,daddy,,,,3,this,your,it,,,,
4321122,01:12:01.122,m,Emilia,1,emilia,,,,,0,,,,,,,
4325122,01:12:05.122,m,babe momma has to go to the bathroom,3,babe,momma,bathroom,,,0,,,,,,,
4328373,01:12:08.373,m,momma has to go to the bathroom,2,momma,bathroom,,,,0,,,,,,,
4330851,01:12:10.851,m,you come with momma,1,momma,,,,,1,you,,,,,,
4331508,01:12:11.508,m,okay,0,,,,,,0,,,,,,,
4333272,01:12:13.272,m,come with momma,1,momma,,,,,0,,,,,,,
4341829,01:12:21.829,m,okay,0,,,,,,0,,,,,,,
4342854,01:12:22.854,m,here go xxx,0,,,,,,0,,,,,,,
4348065,01:12:28.65,m,yes here,0,,,,,,0,,,,,,,
4411815,01:13:31.815,m,okay,0,,,,,,0,,,,,,,
4413740,01:13:33.740,m,hold on,0,,,,,,0,,,,,,,
4415190,01:13:35.190,m,come on,0,,,,,,0,,,,,,,
4421220,01:13:41.220,m,do you wanna finish reading the book?,1,book,,,,,1,you,,,,,,
4423451,01:13:43.451,m,okay,0,,,,,,0,,,,,,,
4423884,01:13:43.884,m,come on,0,,,,,,0,,,,,,,
4424379,01:13:44.379,m,let's go,0,,,,,,0,,,,,,,
4425868,01:13:45.868,m,you wanna take your purse,1,purse,,,,,2,you,your,,,,,
4427760,01:13:47.760,m,look you have your purse here,1,purse,,,,,2,you,your,,,,,
4431173,01:13:51.173,m,okay,0,,,,,,0,,,,,,,
4431730,01:13:51.730,m,momma is gonna take it though,1,momma,,,,,1,it,,,,,,
4437498,01:13:57.498,m,where did Stella go?,1,stella,,,,,0,,,,,,,
4438334,01:13:58.334,m,she is on the floor over there,1,floor,,,,,1,she,,,,,,
4442095,01:14:02.95,m,she is right there honey,1,honey,,,,,1,she,,,,,,
4443660,01:14:03.660,m,right there,0,,,,,,0,,,,,,,
4449586,01:14:09.586,m,oh Stella is gonna read Bubble Trouble too,2,stella,book2,,,,0,,,,,,,
4452033,01:14:12.33,m,okay,0,,,,,,0,,,,,,,
4454266,01:14:14.266,m,should momma hold Stella like this?,2,momma,stella,,,,0,,,,,,,
4456251,01:14:16.251,m,okay,0,,,,,,0,,,,,,,
4461584,01:14:21.584,m,okay,0,,,,,,0,,,,,,,
4463656,01:14:23.656,m,where were we?,0,,,,,,1,we,,,,,,
4515464,01:15:15.464,m,no,0,,,,,,0,,,,,,,
4516764,01:15:16.764,m,I am not changing the poop again,1,poop,,,,,1,i,,,,,,
4519215,01:15:19.215,m,no,0,,,,,,0,,,,,,,
4520207,01:15:20.207,m,but we are getting to the best part of xxx,1,part,,,,,1,we,,,,,,
4522283,01:15:22.283,m,don't you want to finish the story?,1,story,,,,,1,you,,,,,,
4524733,01:15:24.733,m,no,0,,,,,,0,,,,,,,
4525383,01:15:25.383,m,you done with this?,0,,,,,,2,you,this,,,,,
4527771,01:15:27.771,m,wait you change Stella's poop again,2,stella,poop,,,,1,you,,,,,,
4531661,01:15:31.661,m,no,0,,,,,,0,,,,,,,
4533366,01:15:33.366,m,and no,0,,,,,,0,,,,,,,
4534269,01:15:34.269,m,momma is not changing it again,1,momma,,,,,1,it,,,,,,
4538140,01:15:38.140,m,momma has changed Stella's poop like six times already this morning,3,momma,stella,poop,morning,,1,this,,,,,,
4543764,01:15:43.764,m,it's somebody's,0,,,,,,1,it,,,,,,
4544476,01:15:44.476,m,it's somebody's else's turn,1,turn,,,,,1,it,,,,,,
4546583,01:15:46.583,m,oh yeah,0,,,,,,0,,,,,,,
4547020,01:15:47.20,m,you are xxx,0,,,,,,1,you,,,,,,
4547980,01:15:47.980,m,her bottle,1,bottle,,,,,1,her,,,,,,
4554026,01:15:54.26,m,Stella,1,stella,,,,,0,,,,,,,
4559304,01:15:59.304,m,yeah,0,,,,,,0,,,,,,,
4561444,01:16:01.444,m,I know,0,,,,,,1,i,,,,,,
4563395,01:16:03.395,m,do you want to read Strega Nona instead?,1,book1,,,,,1,you,,,,,,
4567304,01:16:07.304,m,Emiia,1,emilia,,,,,0,,,,,,,
4568326,01:16:08.326,m,do you want to read Strega Nona?,1,book1,,,,,1,you,,,,,,
4572010,01:16:12.10,m,here,0,,,,,,0,,,,,,,
4573005,01:16:13.5,m,xxx,0,,,,,,0,,,,,,,
4575446,01:16:15.446,m,no,0,,,,,,0,,,,,,,
4579136,01:16:19.136,m,okay,0,,,,,,0,,,,,,,
4579693,01:16:19.693,m,you will change Stella's poop,2,stella,poop,,,,1,you,,,,,,
4583008,01:16:23.8,m,oh we would go xxx,0,,,,,,1,we,,,,,,
4584309,01:16:24.309,m,I'm so tired,0,,,,,,1,i,,,,,,
4594293,01:16:34.293,m,put cream in Stella,2,cream,stella,,,,0,,,,,,,
4595346,01:16:35.346,m,you put cream in Stella,2,cream,stella,,,,1,you,,,,,,
4596864,01:16:36.864,m,scrub it out in yout finger and the put it on her bottom,1,finger,bottom,,,,4,it,your,it,bottom,,,
4602600,01:16:42.600,m,you put cream in Stella,1,cream,stella,,,,1,you,,,,,,
4606135,01:16:46.135,m,you put cream in Stella,1,cream,stella,,,,1,you,,,,,,
4608895,01:16:48.895,m,Emilia,1,emilia,,,,,0,,,,,,,
4611563,01:16:51.563,m,Emilia,1,emilia,,,,,0,,,,,,,
4614506,01:16:54.506,m,Emilia,1,emilia,,,,,0,,,,,,,
4619500,01:16:59.500,m,xxx,0,,,,,,0,,,,,,,
4620149,01:17:00.149,m,Emilia,1,emilia,,,,,0,,,,,,,
4625064,01:17:05.64,m,I think Stella is your responsibility,2,stella,responsibility,,,,2,i,your,,,,,
4631482,01:17:11.482,m,can you say please?,0,,,,,,1,you,,,,,,
4633499,01:17:13.499,m,please put cream on Stella?,2,cream,stella,,,,0,,,,,,,
4637463,01:17:17.463,m,okay,0,,,,,,0,,,,,,,
4640074,01:17:20.74,m,okay,0,,,,,,0,,,,,,,
4640664,01:17:20.664,m,can I show you how to do it?,0,,,,,,3,i,you,it,,,,
4641530,01:17:21.530,m,and you do it next time,1,time,,,,,2,you,it,,,,,
4642334,01:17:22.334,m,here,0,,,,,,0,,,,,,,
4643325,01:17:23.325,m,take the cream,1,cream,,,,,0,,,,,,,
4645157,01:17:25.157,m,like scrub scrub on your finger,1,finger,,,,,1,your,,,,,,
4647874,01:17:27.874,m,lift the bottom,1,bottom,,,,,0,,,,,,,
4649176,01:17:29.176,m,put in the bottom,1,bottom,,,,,0,,,,,,,
4651102,01:17:31.102,m,put in the bottom,1,bottom,,,,,0,,,,,,,
4652803,01:17:32.803,m,is the bottom red?,1,bottom,,,,,0,,,,,,,
4654202,01:17:34.202,m,is red,0,,,,,,0,,,,,,,
4655531,01:17:35.531,m,okay,0,,,,,,0,,,,,,,
4656000,01:17:36.0,m,now should we take a clean diaper?,1,diaper,,,,,1,we,,,,,,
4658788,01:17:38.788,m,clean diaper,1,diaper,,,,,0,,,,,,,
4660091,01:17:40.91,m,put it on,0,,,,,,1,it,,,,,,
4661764,01:17:41.764,m,wrap it up,0,,,,,,1,it,,,,,,
4666261,01:17:46.261,m,hmm?,0,,,,,,0,,,,,,,
4669332,01:17:49.332,m,Stella wants one?,2,stella,one,,,,0,,,,,,,
4672400,01:17:52.400,m,a bandaid,1,bandaid,,,,,0,,,,,,,
4673613,01:17:53.613,m,Stella wants a bandaid,2,stella,bandaid,,,,0,,,,,,,
4677394,01:17:57.394,m,she wants cream and a bandaid?,2,cream,bandaid,,,,1,she,,,,,,
4680309,01:18:00.309,m,oh,0,,,,,,0,,,,,,,
4681394,01:18:01.394,m,cause Stella's xxx,1,stella,,,,,0,,,,,,,
4684336,01:18:04.336,m,like Emilia?,1,emilia,,,,,0,,,,,,,
4686073,01:18:06.73,m,on her finger?,1,finger,,,,,1,her,,,,,,
4690734,01:18:10.734,m,it burns,0,,,,,,1,it,,,,,,
4692348,01:18:12.348,m,what did Stella do to get the xxx?,1,stella,,,,,0,,,,,,,
4696561,01:18:16.561,m,and the tea pot?,1,teapot,,,,,0,,,,,,,
4700094,01:18:20.94,m,you burned your finger on the tea?,2,finger,tea,,,,2,you,your,,,,,
4701769,01:18:21.769,m,it's a cut though,1,cut,,,,,1,it,,,,,,
4709580,01:18:29.580,m,you are on that,0,,,,,,2,you,that,,,,,
4710514,01:18:30.514,m,mom what is this?,1,mom,,,,,1,this,,,,,,
4713554,01:18:33.554,m,mom walk,1,mom,,,,,0,,,,,,,
4714760,01:18:34.760,m,you want momma walk on that?,1,momma,,,,,1,you,,,,,,
4717956,01:18:37.956,m,okay,0,,,,,,0,,,,,,,
4726631,01:18:46.631,m,walk this way?,1,way,,,,,1,this,,,,,,
4728026,01:18:48.26,m,okay,0,,,,,,0,,,,,,,
4729920,01:18:49.920,m,momma is supposed to follow you?,1,momma,,,,,1,you,,,,,,
4732215,01:18:52.215,m,okay,0,,,,,,0,,,,,,,
4737953,01:18:57.953,m,now you are in the kitchen?,1,kitchen,,,,,1,you,,,,,,
4741917,01:19:01.917,m,you want mom to work in the kitchen?,2,mom,kitchen,,,,1,you,,,,,,
4743623,01:19:03.623,m,so we are gonna throw this out,0,,,,,,2,we,this,,,,,
4746416,01:19:06.416,m,what do you think you want for lunch honey?,2,lunch,honey,,,,2,you,you,,,,,
4750167,01:19:10.167,m,I'm hungry,0,,,,,,1,i,,,,,,
4757169,01:19:17.169,m,you want cucumbers?,1,cucumbers,,,,,1,you,,,,,,
4767770,01:19:27.770,m,walk on the changing pad?,1,changingpad,,,,,0,,,,,,,
4770378,01:19:30.378,m,why?,0,,,,,,0,,,,,,,
4773570,01:19:33.570,m,hold on,0,,,,,,0,,,,,,,
4774067,01:19:34.67,m,momma is gonna put this in the dishwasher,2,momma,dishwasher,,,,1,this,,,,,,
4775397,01:19:35.397,m,sweetheart,1,sweetheart,,,,,0,,,,,,,
4798178,01:19:58.178,m,hold on Stella sweetheart,2,stella,sweetheart,,,,0,,,,,,,
4811384,01:20:11.384,m,hold on sweetie,1,sweetie,,,,,0,,,,,,,
4817584,01:20:17.584,m,you know who is gonna come over tomorrow morning?,1,morning,,,,,1,you,,,,,,
4822968,01:20:22.968,m,uncle John,1,unclejohn,,,,,0,,,,,,,
4829893,01:20:29.893,m,hold on sweetheart,1,sweetheart,,,,,0,,,,,,,
4832138,01:20:32.138,m,okay,0,,,,,,0,,,,,,,
4836818,01:20:36.818,m,which way are you are going?,1,way,,,,,1,you,,,,,,
4840747,01:20:40.747,m,momma is here,1,momma,,,,,0,,,,,,,
4844715,01:20:44.715,m,walk on the changing pad,1,changingpad,,,,,0,,,,,,,
4848189,01:20:48.189,m,why do you want me to walk on this changing pad?,1,changingpad,,,,,3,you,me,this,,,,
4852468,01:20:52.468,m,on the floor,1,floor,,,,,0,,,,,,,
4853459,01:20:53.459,m,okay,0,,,,,,0,,,,,,,
4859537,01:20:59.537,m,which way?,1,way,,,,,0,,,,,,,
4860961,01:21:00.961,m,that way,1,way,,,,,1,that,,,,,,
4861489,01:21:01.489,m,okay,0,,,,,,0,,,,,,,
4862115,01:21:02.115,m,the other direction?,1,direction,,,,,0,,,,,,,
4864656,01:21:04.656,m,okay,0,,,,,,0,,,,,,,
4870671,01:21:10.671,m,[laugh],0,,,,,,0,,,,,,,
4872706,01:21:12.706,m,this way?,1,way,,,,,1,this,,,,,,
4877423,01:21:17.423,m,oh you know we should do honey,1,honey,,,,,2,you,we,,,,,
4880212,01:21:20.212,m,do you wanna,0,,,,,,1,you,,,,,,
4882072,01:21:22.72,m,you wanna write messages,1,messages,,,,,1,you,,,,,,
4883779,01:21:23.779,m,for your Christmas cards?,1,christmascards,,,,,1,your,,,,,,
4886316,01:21:26.316,m,yeah,0,,,,,,0,,,,,,,
4886940,01:21:26.940,m,you made Christmas cards right?,1,christmascards,,,,,1,you,,,,,,
4889302,01:21:29.302,m,for our,0,,,,,,1,our,,,,,,
4889982,01:21:29.982,m,for your,0,,,,,,1,your,,,,,,
4890884,01:21:30.884,m,who did you make it for?,0,,,,,,2,you,it,,,,,
4892620,01:21:32.620,m,who do you wanna give your Christmas cards to?,1,christmascards,,,,,2,you,your,,,,,
4899659,01:21:39.659,m,Andrew that's your daddy,2,andrew,daddy,,,,2,that,your,,,,,
4900896,01:21:40.896,m,you mean daddy?,1,daddy,,,,,1,you,,,,,,
4904213,01:21:44.213,m,are you pooping?,0,,,,,,1,you,,,,,,
4906321,01:21:46.321,m,yeah xxx okay,0,,,,,,0,,,,,,,
4911310,01:21:51.310,m,how about,0,,,,,,0,,,,,,,
4911900,01:21:51.900,m,do you wanna give a Christmas card to nonna?,2,christmascard,nonna,,,,1,you,,,,,,
4916007,01:21:56.7,m,huh?,0,,,,,,0,,,,,,,
4919071,01:21:59.71,m,look,0,,,,,,0,,,,,,,
4919941,01:21:59.941,m,your diaper is wet?,1,diaper,,,,,1,your,,,,,,
4921735,01:22:01.735,m,you want me to change it?,0,,,,,,3,you,me,it,,,,
4924155,01:22:04.155,m,okay,0,,,,,,0,,,,,,,
4924711,01:22:04.711,m,look,0,,,,,,0,,,,,,,
4925398,01:22:05.398,m,look,0,,,,,,0,,,,,,,
4926422,01:22:06.422,m,we have to pick,0,,,,,,1,we,,,,,,
4926887,01:22:06.887,m,you have to pick,0,,,,,,1,you,,,,,,
4927600,01:22:07.600,m,one,0,,,,,,0,,,,,,,
4928100,01:22:08.100,m,two,0,,,,,,0,,,,,,,
4928937,01:22:08.937,m,three,0,,,,,,0,,,,,,,
4929677,01:22:09.677,m,four,0,,,,,,0,,,,,,,
4931353,01:22:11.353,m,five,0,,,,,,0,,,,,,,
4932189,01:22:12.189,m,six,0,,,,,,0,,,,,,,
4932998,01:22:12.998,m,you gotta pick your seven favorites,1,favorites,,,,,2,you,your,,,,,
4936373,01:22:16.373,m,of the family,1,family,,,,,0,,,,,,,
4939508,01:22:19.508,m,no,0,,,,,,0,,,,,,,
4940032,01:22:20.32,m,nonna,1,nonna,,,,,0,,,,,,,
4941802,01:22:21.802,m,nonna for sure,1,nonna,,,,,0,,,,,,,
4943880,01:22:23.880,m,nonno?,1,nonno,,,,,0,,,,,,,
4945428,01:22:25.428,m,nonno for sure,1,nonno,,,,,0,,,,,,,
4947846,01:22:27.846,m,uncle Mark?,1,unclemark,,,,,0,,,,,,,
4949394,01:22:29.394,m,uncle Mark,1,unclemark,,,,,0,,,,,,,
4951913,01:22:31.913,m,hmm,0,,,,,,0,,,,,,,
4952936,01:22:32.936,m,grandma?,1,grandma,,,,,0,,,,,,,
4954253,01:22:34.253,m,grandma,1,grandma,,,,,0,,,,,,,
4956081,01:22:36.81,m,grandpa?,1,grandpa,,,,,0,,,,,,,
4957538,01:22:37.538,m,grandpa,1,grandpa,,,,,0,,,,,,,
4959831,01:22:39.831,m,who else?,0,,,,,,0,,,,,,,
4960608,01:22:40.608,m,now we got,0,,,,,,1,we,,,,,,
4961261,01:22:41.261,m,now it's getting tough,0,,,,,,1,it,,,,,,
4962126,01:22:42.126,m,we only have two left,0,,,,,,1,we,,,,,,
4965478,01:22:45.478,m,how about?,0,,,,,,0,,,,,,,
4966841,01:22:46.841,m,uncle John?,1,unclejohn,,,,,0,,,,,,,
4969225,01:22:49.225,m,uncle John,1,unclejohn,,,,,0,,,,,,,
4970931,01:22:50.931,m,uncle John,1,unclejohn,,,,,0,,,,,,,
4973010,01:22:53.10,m,okay now,0,,,,,,0,,,,,,,
4975295,01:22:55.295,m,Janice?,1,janice,,,,,0,,,,,,,
4976166,01:22:56.166,m,you want to give one to Janice?,2,one,janice,,,,1,you,,,,,,
4978337,01:22:58.337,m,or Nataly?,1,nataly,,,,,0,,,,,,,
4980629,01:23:00.629,m,or Jessica?,1,jessica,,,,,0,,,,,,,
4986768,01:23:06.768,m,Jessica is your favorite I know,2,jessica,favorite,,,,2,your,i,,,,,
4990419,01:23:10.419,m,wait,0,,,,,,0,,,,,,,
4990854,01:23:10.854,m,okay,0,,,,,,0,,,,,,,
4991410,01:23:11.410,m,you want me to change your diaper first?,1,diaper,,,,,3,you,me,your,,,,
4992648,01:23:12.648,m,or you want me to write messages here?,1,messages,,,,,2,you,me,,,,,
4996156,01:23:16.156,m,let's change the diaper,1,diaper,,,,,0,,,,,,,
4997143,01:23:17.143,m,okay,0,,,,,,0,,,,,,,
5002520,01:23:22.520,m,yeah,0,,,,,,0,,,,,,,
5003107,01:23:23.107,m,we'll write messages,1,messages,,,,,1,we,,,,,,
5006442,01:23:26.442,m,and you'll give them as little gifts for Christmas,2,gifts,christmas,,,,2,you,them,,,,,
5014193,01:23:34.193,m,yeah,0,,,,,,0,,,,,,,
